Yr,Conf,Team,W,L,GP,SecO_W,SecO_Diff,SnP_val,SnP_pct,SnP_rnk,SnPO_val,SnPO_rnk,SnPD_val,SnPD_rnk,SnPS_val,SnPS_rnk,SoS,SoS_rnk
2017,C-USA,Western Kentucky,6,7,13,6.8,0.8,-4.9,31.7,88,25.5,88,30,83,-0.4,83,0.979,127
2017,C-USA,Middle Tennessee,7,6,13,7.2,0.2,-4.9,31.6,89,21.2,111,26.8,62,0.6,44,0.971,121
2017,MAC,Eastern Michigan,5,7,12,5.8,0.8,-5.3,30.6,90,22,107,26.4,60,-1,104,0.965,115
2017,Ind,Army,10,3,13,7,-3,-5.3,30.6,91,32.1,46,35,106,-2.5,127,0.931,81
2017,Big Ten,Rutgers,4,8,12,3.9,-0.1,-5.5,30.2,92,23.3,101,29,78,0.2,62,0.818,8
2017,C-USA,Louisiana Tech,7,6,13,6.8,-0.2,-5.5,30.1,93,26.8,79,32.7,96,0.4,50,0.953,99
2017,AAC,Tulane,5,7,12,4.6,-0.4,-5.7,29.7,94,28.5,67,35,108,0.9,37,0.921,72
2017,AAC,Cincinnati,4,8,12,4.4,0.4,-6.4,27.9,95,23.3,103,28.2,68,-1.4,111,0.928,79
2017,Big Ten,Illinois,2,10,12,2.3,0.3,-7.4,25.3,96,21.6,109,29.9,81,0.9,34,0.848,31
2017,Ind,BYU,4,9,13,5.5,1.5,-7.4,25.2,97,18.6,121,25.8,56,-0.3,78,0.893,62
2017,MAC,Central Michigan,8,5,13,6.1,-1.9,-8.6,22.4,98,21.4,110,28.2,69,-1.9,118,0.961,109
2017,Sun Belt,New Mexico State,7,6,13,7.1,0.1,-9.4,20.7,99,24.5,94,32.6,95,-1.3,107,0.972,122
2017,Ind,Massachusetts,4,8,12,5.9,1.9,-9.7,20.2,100,24.1,98,31.9,92,-1.8,115,0.956,102
2017,MAC,Bowling Green,2,10,12,3.4,1.4,-10,19.5,101,27.5,74,38.9,119,1.4,20,0.944,89
2017,C-USA,Florida International,8,5,13,6.4,-1.6,-10.4,18.7,102,24,99,35,107,0.7,43,0.964,112
2017,AAC,Tulsa,2,10,12,2.4,0.4,-10.7,18,103,27.3,76,37.8,117,-0.2,76,0.924,73
2017,MWC,Air Force,5,7,12,3.8,-1.2,-11,17.4,104,28.8,61,40.5,124,0.7,42,0.939,84
2017,MAC,Buffalo,6,6,12,6.1,0.1,-11.2,17,105,24.9,93,33.9,100,-2.2,123,0.969,119
2017,Sun Belt,South Alabama,4,8,12,4.1,0.1,-12,15.6,106,18.3,123,31.4,90,1.1,27,0.948,93
2017,Sun Belt,Idaho,4,8,12,5.2,1.2,-12.4,14.9,107,18.7,120,30.2,85,-0.8,94,0.969,118
2017,MWC,New Mexico,3,9,12,4.6,1.6,-12.4,14.9,108,20.8,113,34.2,102,0.9,30,0.954,101
2017,Pac-12,Oregon State,1,11,12,1.9,0.9,-12.6,14.6,109,28.8,59,39.9,122,-1.5,113,0.88,58
2017,Sun Belt,UL-Monroe,4,8,12,4.5,0.5,-12.9,14.1,110,32.3,42,45.5,130,0.3,55,0.91,66
2017,Sun Belt,Georgia State,7,5,12,5.8,-1.2,-14,12.3,111,17,124,28.6,75,-2.4,126,0.945,91
2017,AAC,East Carolina,3,9,12,2.4,-0.6,-14,12.2,112,27.2,77,41.8,128,0.5,48,0.914,68
2017,MWC,UNLV,5,7,12,5,0,-14.5,11.5,113,26.2,82,39.8,121,-0.9,101,0.938,83
2017,Big 12,Kansas,1,11,12,1.5,0.5,-14.8,11.1,114,21.6,108,36.7,110,0.4,54,0.859,41
2017,Sun Belt,Coastal Carolina,3,9,12,3.6,0.6,-15.1,10.7,115,22.6,104,37.2,112,-0.5,84,0.974,124
2017,C-USA,UAB,8,5,13,7.9,-0.1,-15.5,10.1,116,19.3,117,34.9,105,0,67,0.976,126
2017,Sun Belt,Georgia Southern,2,10,12,2.2,0.2,-15.8,9.8,117,18.3,122,35.5,109,1.4,21,0.934,82
2017,Sun Belt,UL-Lafayette,5,7,12,4.1,-0.9,-15.8,9.7,118,27.5,75,42.9,129,-0.4,81,0.96,108
2017,MWC,Nevada,3,9,12,3.8,0.8,-16.4,9,119,25.6,86,41.1,127,-0.9,97,0.941,86
2017,C-USA,Old Dominion,5,7,12,3.8,-1.2,-16.8,8.4,120,16.3,125,32.8,98,-0.3,80,0.958,107
2017,MAC,Akron,7,7,14,4.7,-2.3,-17.6,7.6,121,24.1,97,39.6,120,-2.2,122,0.925,75
2017,AAC,Connecticut,3,9,12,2.4,-0.6,-19.2,6,122,22.4,105,40.7,125,-0.9,102,0.928,80
2017,MAC,Ball State,2,10,12,2.1,0.1,-19.7,5.6,123,20.3,114,37.7,116,-2.3,124,0.974,125
2017,MWC,Hawaii,3,9,12,3.5,0.5,-19.7,5.6,124,23.3,102,40.4,123,-2.6,129,0.968,117
2017,MWC,San Jose State,2,11,13,2.3,0.3,-20,5.3,125,15.2,126,37.5,114,2.3,4,0.943,88
2017,MAC,Kent State,2,10,12,3,1,-20.2,5.1,126,14.3,128,32.4,94,-2.1,120,0.918,70
2017,Sun Belt,Texas State,2,10,12,2.3,0.3,-23.5,3,127,14.7,127,36.9,111,-1.3,108,0.97,120
2017,C-USA,Rice,1,11,12,2.3,1.3,-23.6,3,128,19.2,118,40.9,126,-1.9,117,0.951,96
2017,C-USA,Charlotte,1,11,12,1.4,0.4,-26.1,1.9,129,13.7,129,37.7,115,-2.1,121,0.967,116
2017,C-USA,UTEP,0,12,12,0.7,0.7,-27.4,1.5,130,12.8,130,38.7,118,-1.5,112,0.941,87
2016,SEC,Alabama,14,1,15,13.8,-0.2,31.7,99.1,1,40,14,8.6,1,0.4,48,0.787,1
2016,ACC,Clemson,14,1,15,12.8,-1.2,28.7,98.3,2,43.5,3,14.1,6,-0.7,85,0.82,9
2016,Pac-12,Washington,12,2,14,11.9,-0.1,26.7,97.6,3,40.2,12,13.9,4,0.4,51,0.874,49
2016,Big 12,Oklahoma,11,2,13,11,0,26.1,97.3,4,48.7,1,22.9,31,0.3,54,0.864,40
2016,SEC,LSU,8,4,12,9.5,1.5,25.3,96.9,5,34.2,41,9,2,0.2,61,0.816,5
2016,Big Ten,Michigan,10,3,13,10.4,0.4,24.4,96.3,6,34.8,35,11.1,3,0.7,39,0.863,37
2016,ACC,Florida State,10,3,13,10.6,0.6,24,96.1,7,42.6,5,18.8,17,0.2,58,0.806,3
2016,Pac-12,USC,10,3,13,10,0,23.6,95.8,8,39.2,19,17.1,9,1.5,19,0.819,8
2016,ACC,Louisville,9,4,13,9.9,0.9,22.9,95.2,9,40.8,8,17.7,15,-0.2,73,0.863,38
2016,Big Ten,Ohio State,11,2,13,9.2,-1.8,22.4,94.8,10,35.6,32,15,8,1.7,14,0.816,7
2016,Big Ten,Penn State,11,3,14,10.5,-0.5,19,91.3,11,38,23,20.9,25,1.9,11,0.839,16
2016,ACC,Miami-FL,9,4,13,9.3,0.3,18.6,90.8,12,34.1,42,17.3,11,1.8,12,0.861,30
2016,Big 12,Oklahoma State,10,3,13,9.2,-0.8,16.4,87.5,13,42.4,7,27,51,1,28,0.879,55
2016,Pac-12,Stanford,10,3,13,8.5,-1.5,16.4,87.5,14,31.2,53,17.5,12,2.7,3,0.854,21
2016,SEC,Tennessee,9,4,13,8.4,-0.6,16.3,87.4,15,39.9,15,25.2,44,1.6,17,0.867,43
2016,Big Ten,Wisconsin,11,3,14,10.5,-0.5,16.1,87,16,30.5,59,14.8,7,0.5,44,0.837,14
2016,ACC,North Carolina,8,5,13,8.2,0.2,15.9,86.6,17,38.5,21,24.6,41,2,9,0.861,29
2016,Ind,Notre Dame,4,8,12,7.3,3.3,15.7,86.4,18,39.4,18,23.2,34,-0.4,80,0.862,31
2016,C-USA,Western Kentucky,11,3,14,11.5,0.5,15.5,85.9,19,40.7,9,25.8,46,0.5,43,0.931,79
2016,SEC,Florida,9,4,13,7.9,-1.1,15.4,85.7,20,26.6,84,14,5,2.8,2,0.837,13
2016,SEC,Auburn,8,5,13,7.7,-0.3,15.3,85.7,21,32.1,49,18.4,16,1.7,15,0.797,2
2016,ACC,Virginia Tech,10,4,14,9.5,-0.5,15.2,85.5,22,34.5,39,19.6,21,0.4,49,0.858,25
2016,ACC,Pittsburgh,8,5,13,8,0,13.1,81.4,23,43,4,29.4,75,-0.4,81,0.846,19
2016,Big Ten,Minnesota,9,4,13,9.1,0.1,12.6,80.2,24,27.8,76,17.5,13,2.3,5,0.915,69
2016,SEC,Ole Miss,5,7,12,5.5,0.5,12.4,79.7,25,38.9,20,27.9,62,1.3,21,0.812,4
2016,MAC,Toledo,9,4,13,10.8,1.8,12.3,79.5,26,40.6,10,27.4,55,-0.9,95,0.953,111
2016,SEC,Texas A&M,8,5,13,7.7,-0.3,12,78.9,27,37.2,26,26.1,47,1,32,0.841,17
2016,AAC,Temple,10,4,14,10.5,0.5,11.9,78.7,28,31.5,52,19.8,22,0.2,62,0.944,100
2016,MAC,Western Michigan,13,1,14,11.6,-1.4,11.5,77.8,29,40,13,28.9,70,0.4,47,0.952,109
2016,MWC,Boise State,10,3,13,10.2,0.2,11.5,77.7,30,36.7,28,25,42,-0.2,76,0.952,108
2016,MWC,San Diego State,11,3,14,10.3,-0.7,11.4,77.5,31,32,50,22.5,29,1.9,10,0.97,126
2016,Big 12,Baylor,7,6,13,7.9,0.9,11.3,77.2,32,37,27,24.2,40,-1.5,110,0.883,59
2016,Big 12,West Virginia,10,3,13,8.2,-1.8,11.3,77.1,33,35.7,31,22.8,30,-1.6,112,0.862,32
2016,Big 12,TCU,6,7,13,7.8,1.8,11,76.4,34,34.5,38,23.4,36,-0.1,71,0.876,51
2016,Pac-12,Utah,9,4,13,7.4,-1.6,10.9,76.3,35,32.5,46,23.6,38,2,8,0.885,60
2016,Big 12,Texas,5,7,12,7.2,2.2,10.6,75.6,36,37.4,25,26.8,50,0,68,0.863,34
2016,Big Ten,Iowa,8,5,13,8.2,0.2,10.3,74.6,37,29,68,18.9,18,0.2,60,0.872,47
2016,Big Ten,Nebraska,9,4,13,7.7,-1.3,10.3,74.6,38,37.7,24,28.3,65,0.8,36,0.888,63
2016,AAC,Houston,9,4,13,8.5,-0.5,10.1,74.2,39,30.8,56,21.7,27,1,29,0.896,64
2016,AAC,South Florida,11,2,13,9.2,-1.8,9.8,73.5,40,44.4,2,34.9,99,0.3,55,0.927,77
2016,ACC,NC State,7,6,13,8.3,1.3,9.4,72.3,41,30.5,58,19.3,19,-1.8,116,0.833,12
2016,SEC,Georgia,8,5,13,8,0,9.3,72.2,42,28,74,17.6,14,-1.1,97,0.887,62
2016,Sun Belt,Appalachian State,10,3,13,9.4,-0.6,9.2,71.9,43,30,61,20.5,23,-0.2,75,0.934,83
2016,Pac-12,UCLA,4,8,12,6.3,2.3,9.1,71.5,44,27.5,79,17.3,10,-1.1,98,0.886,61
2016,Big 12,Kansas State,9,4,13,7.4,-1.6,8.2,69.2,45,34.2,40,27.2,52,1.2,27,0.862,33
2016,Ind,BYU,9,4,13,8.9,-0.1,8,68.5,46,29.6,63,23.1,33,1.4,20,0.919,72
2016,SEC,Arkansas,7,6,13,6,-1,7.9,68.1,47,36.2,29,28.9,71,0.5,42,0.824,10
2016,ACC,Georgia Tech,9,4,13,6.8,-2.2,7.8,67.8,48,35,34,28.5,69,1.3,22,0.868,44
2016,AAC,Memphis,8,5,13,7.7,-0.3,7.7,67.7,49,33.8,43,29.3,74,3.2,1,0.916,70
2016,AAC,Tulsa,10,3,13,10.1,0.1,7.4,66.8,50,34.6,36,27.6,57,0.4,50,0.937,86
2016,Big Ten,Michigan State,3,9,12,4.9,1.9,7.4,66.7,51,31,55,24.1,39,0.4,46,0.85,20
2016,AAC,Navy,9,5,14,7.7,-1.3,6.8,65.2,52,39.8,17,33.9,97,1,31,0.924,76
2016,Pac-12,Colorado,10,4,14,9,-1,6.3,63.7,53,29.3,65,21.7,28,-1.3,103,0.838,15
2016,Pac-12,Washington State,8,5,13,7.8,-0.2,6.2,63.2,54,36.2,30,27.8,60,-2.2,122,0.882,57
2016,Pac-12,Oregon,4,8,12,5.2,1.2,6.1,63,55,42.5,6,36.1,106,-0.4,78,0.86,28
2016,SEC,Mississippi State,6,7,13,6.6,0.6,5.4,61,56,34.5,37,27.8,61,-1.3,104,0.857,23
2016,Big Ten,Indiana,6,7,13,7.6,1.6,4.6,58.2,57,25.1,91,19.4,20,-1.1,99,0.876,53
2016,MWC,Air Force,10,3,13,9.3,-0.7,4.4,57.8,58,33,45,29.9,80,1.3,23,0.967,123
2016,Big 12,Texas Tech,5,7,12,5.3,0.3,3.7,55.5,59,40.6,11,36.9,114,0,67,0.872,48
2016,C-USA,Louisiana Tech,9,5,14,9.4,0.4,3.1,53.5,60,39.8,16,36.9,112,0.1,63,0.94,96
2016,Big Ten,Northwestern,7,6,13,6.6,-0.4,2.9,53,61,27.9,75,23.5,37,-1.5,109,0.875,50
2016,Pac-12,California,5,7,12,5.4,0.4,2.4,51.5,62,38.4,22,36.3,107,0.3,52,0.843,18
2016,Sun Belt,Troy,10,3,13,8.7,-1.3,1.1,47.3,63,25.7,87,25.1,43,0.4,45,0.937,88
2016,MWC,Colorado State,7,6,13,7.5,0.5,0.8,46.2,64,33.5,44,34,98,1.3,24,0.941,97
2016,C-USA,Southern Miss,7,6,13,7.3,0.3,0.7,46.1,65,29.1,67,29.6,78,1.2,26,0.949,103
2016,Big 12,Iowa State,3,9,12,4.2,1.2,0.7,45.9,66,27,81,28.5,67,2.2,6,0.866,42
2016,ACC,Wake Forest,7,6,13,5.3,-1.7,-0.6,42,67,21.5,114,22.9,32,0.9,33,0.865,41
2016,Big Ten,Maryland,6,7,13,6.2,0.2,-0.6,42,68,28.7,70,28.1,63,-1.2,102,0.876,52
2016,C-USA,Old Dominion,10,3,13,9.5,-0.5,-0.7,41.6,69,29.9,62,30.9,82,0.2,56,0.956,117
2016,SEC,Missouri,4,8,12,4.8,0.8,-1,40.6,70,31.2,54,31.3,85,-0.9,96,0.883,58
2016,SEC,Vanderbilt,6,7,13,5,-1,-1.2,40.2,71,25.3,89,26.3,48,-0.1,70,0.881,56
2016,Sun Belt,Arkansas State,8,5,13,9.4,1.4,-1.2,40.1,72,21.9,113,21.1,26,-2,120,0.955,114
2016,ACC,Boston College,7,6,13,5.7,-1.3,-1.6,39,73,20.1,117,20.8,24,-0.8,90,0.859,27
2016,C-USA,Middle Tennessee,8,5,13,7.9,-0.1,-1.9,38.1,74,35,33,36.8,111,-0.1,69,0.967,124
2016,MAC,Ohio,8,6,14,7.6,-0.4,-2.1,37.2,75,22,112,25.8,45,1.7,16,0.948,102
2016,AAC,Central Florida,6,7,13,5.8,-0.2,-2.2,36.9,76,19.3,120,23.3,35,1.8,13,0.917,71
2016,MAC,Northern Illinois,5,7,12,5.7,0.7,-2.4,36.3,77,32,51,32.7,91,-1.7,115,0.94,95
2016,SEC,Kentucky,7,6,13,6,-1,-2.6,35.9,78,30.8,57,33.4,93,0.1,66,0.857,24
2016,ACC,Syracuse,4,8,12,3.6,-0.4,-2.7,35.5,79,29.2,66,31.2,84,-0.7,86,0.816,6
2016,ACC,Duke,4,8,12,4,0,-2.8,35.2,80,26.8,82,27.6,58,-2,119,0.856,22
2016,Pac-12,Arizona State,5,7,12,3.1,-1.9,-3,34.6,81,32.2,48,37.6,117,2.5,4,0.871,46
2016,AAC,Cincinnati,4,8,12,4.4,0.4,-3.6,32.9,82,24.5,99,27.3,53,-0.8,92,0.929,78
2016,ACC,Virginia,2,10,12,4,2,-3.8,32.3,83,25.4,88,28.5,68,-0.7,89,0.869,45
2016,Sun Belt,Georgia Southern,5,7,12,4.4,-0.6,-3.9,32.2,84,27.8,77,32.6,90,1,30,0.942,99
2016,SEC,South Carolina,6,7,13,4.8,-1.2,-4,31.7,85,22.7,105,27.5,56,0.8,37,0.878,54
2016,MWC,Utah State,3,9,12,5.1,2.1,-4.4,30.7,86,24.7,97,27.7,59,-1.4,107,0.915,68
2016,Pac-12,Arizona,3,9,12,3.3,0.3,-4.5,30.5,87,29.6,64,32.4,88,-1.6,114,0.858,26
2016,Pac-12,Oregon State,4,8,12,4.5,0.5,-4.6,30,88,26.1,86,30,81,-0.7,88,0.863,35
2016,MWC,New Mexico,9,4,13,7.3,-1.7,-5.1,28.7,89,32.2,47,38.6,120,1.3,25,0.971,127
2016,MAC,Akron,5,7,12,5.5,0.5,-5.6,27.3,90,22.3,109,28.2,64,0.3,53,0.934,84
2016,MAC,Central Michigan,6,7,13,5.3,-0.7,-6.1,26.1,91,27.6,78,31.4,86,-2.3,124,0.936,85
2016,MAC,Miami-OH,6,7,13,7.7,1.7,-6.1,26.1,92,23.8,101,29,72,-0.8,91,0.952,107
2016,MAC,Bowling Green,4,8,12,3.8,-0.2,-6.6,24.9,93,25,93,31.8,87,0.2,57,0.932,82
2016,Big Ten,Illinois,3,9,12,3,0,-6.7,24.6,94,22.7,106,29.5,77,0.2,59,0.864,39
2016,MWC,Wyoming,8,6,14,6.6,-1.4,-6.9,24,95,30.4,60,37.5,116,0.1,64,0.932,81
2016,MAC,Ball State,4,8,12,5.6,1.6,-7,23.8,96,28.2,73,35.1,102,-0.1,72,0.956,115
2016,MAC,Eastern Michigan,7,6,13,6.2,-0.8,-8.2,20.9,97,28.3,72,36.6,108,0.1,65,0.956,116
2016,Sun Belt,Idaho,9,4,13,6.4,-2.6,-8.6,20,98,24.7,96,34.9,100,1.5,18,0.937,89
2016,Sun Belt,UL-Lafayette,6,7,13,5.7,-0.3,-8.7,19.7,99,19.8,118,29.4,76,0.8,35,0.956,118
2016,AAC,East Carolina,3,9,12,3.9,0.9,-9,19.1,100,27.2,80,35.1,101,-1.1,101,0.92,73
2016,Sun Belt,South Alabama,6,7,13,6.6,0.6,-9.4,18.3,101,25.2,90,33.3,92,-1.3,105,0.962,121
2016,Ind,Army,8,5,13,8.5,0.5,-9.9,17.2,102,22.2,110,29.2,73,-2.9,128,0.949,104
2016,MWC,Hawaii,7,7,14,6.7,-0.3,-10.1,16.8,103,28.6,71,40.8,124,2.2,7,0.931,80
2016,AAC,SMU,5,7,12,4.7,-0.3,-10.8,15.5,104,24.3,100,32.6,89,-2.5,126,0.91,67
2016,Big Ten,Purdue,3,9,12,3.3,0.3,-11,15.1,105,25.1,92,35.6,103,-0.5,83,0.9,65
2016,C-USA,UTSA,6,7,13,5.9,-0.1,-11.2,14.7,106,22.7,107,33.6,95,-0.3,77,0.963,122
2016,AAC,Connecticut,3,9,12,2.8,-0.2,-11.6,14,107,19.8,119,30.9,83,-0.5,82,0.94,94
2016,MAC,Kent State,3,9,12,3.9,0.9,-12,13.4,108,16.6,126,27.4,54,-1.1,100,0.904,66
2016,Sun Belt,Georgia State,3,9,12,4.8,1.8,-12.1,13.2,109,17.3,123,26.7,49,-2.7,127,0.95,105
2016,C-USA,Marshall,3,9,12,3.3,0.3,-12.7,12.1,110,24.6,98,35.8,104,-1.5,111,0.923,74
2016,MWC,Nevada,5,7,12,4.8,-0.2,-13,11.7,111,26.2,85,37.9,118,-1.3,106,0.959,120
2016,MWC,San Jose State,4,8,12,3.2,-0.8,-13.6,10.7,112,22.4,108,36.7,110,0.7,38,0.938,91
2016,C-USA,Florida Atlantic,3,9,12,3.7,0.7,-14.1,10.1,113,28.7,69,43.5,128,0.7,40,0.939,93
2016,MWC,UNLV,4,8,12,4.7,0.7,-14.3,9.8,114,26.7,83,40.4,122,-0.5,84,0.953,110
2016,AAC,Tulane,4,8,12,4,0,-14.6,9.4,115,15.7,128,28.4,66,-1.8,117,0.939,92
2016,C-USA,North Texas,5,8,13,5.1,0.1,-14.6,9.4,116,22,111,37.5,115,0.8,34,0.95,106
2016,Big Ten,Rutgers,2,10,12,2.1,0.1,-14.9,9,117,17.3,124,29.9,79,-2.2,123,0.829,11
2016,Ind,Massachusetts,2,10,12,3.6,1.6,-15.3,8.5,118,23.7,102,36.7,109,-2.3,125,0.945,101
2016,Big 12,Kansas,2,10,12,1.9,-0.1,-15.9,7.7,119,21,115,36,105,-0.8,94,0.863,36
2016,C-USA,UTEP,4,8,12,4.3,0.3,-16.1,7.5,120,25,95,40.6,123,-0.4,79,0.971,128
2016,C-USA,Rice,3,9,12,3.8,0.8,-16.5,7.1,121,22.8,104,38.6,119,-0.7,87,0.937,87
2016,MWC,Fresno State,1,11,12,2.1,1.1,-16.9,6.6,122,16.4,127,33.9,96,0.5,41,0.937,90
2016,Sun Belt,New Mexico State,3,9,12,3.1,0.1,-17.2,6.4,123,23.2,103,39.5,121,-0.8,93,0.957,119
2016,MAC,Buffalo,2,10,12,2.4,0.4,-18.8,4.9,124,16.8,125,33.5,94,-2.1,121,0.968,125
2016,C-USA,Florida International,4,8,12,3.2,-0.8,-19,4.8,125,25,94,42.2,126,-1.8,118,0.955,113
2016,C-USA,Charlotte,4,8,12,3.4,-0.6,-20.9,3.4,126,17.6,122,36.9,113,-1.6,113,0.942,98
2016,Sun Belt,UL-Monroe,4,8,12,3.8,-0.2,-21.3,3.2,127,20.4,116,41.5,125,-0.2,74,0.923,75
2016,Sun Belt,Texas State,2,10,12,2.1,0.1,-25.5,1.4,128,18.4,121,42.5,127,-1.4,108,0.954,112
2015,Big Ten,Ohio State,12,1,13,11.8,-0.2,29.5,98.3,1,41.3,14,13.5,6,1.8,14,0.873,55
2015,SEC,Alabama,14,1,15,13.1,-0.9,29,98.1,2,37.7,23,9.1,1,0.4,48,0.777,1
2015,SEC,Ole Miss,10,3,13,11.2,1.2,27,97.3,3,43.1,8,17.4,12,1.4,21,0.826,13
2015,ACC,Clemson,14,1,15,13,-1,24,95.5,4,41.9,10,17.2,11,-0.7,85,0.807,7
2015,ACC,Florida State,10,3,13,11,1,23.2,94.9,5,38,21,15,7,0.2,58,0.881,59
2015,Pac-12,Stanford,12,2,14,11,-1,22.8,94.6,6,44.5,5,24.5,45,2.8,3,0.851,29
2015,Big 12,Oklahoma,11,2,13,10.2,-0.8,22.7,94.5,7,41.7,11,19.3,17,0.3,54,0.85,26
2015,Ind,Notre Dame,10,3,13,11,1,22.4,94.2,8,44.1,6,21.2,29,-0.4,80,0.818,11
2015,ACC,North Carolina,11,3,14,11.7,0.7,20,91.8,9,43.3,7,25.3,51,2,9,0.875,57
2015,Big Ten,Michigan,10,3,13,10.5,0.5,19.7,91.4,10,35.2,34,16.2,10,0.8,39,0.87,51
2015,SEC,LSU,9,3,12,8.7,-0.3,19.7,91.3,11,41.3,12,21.8,34,0.2,61,0.796,3
2015,SEC,Tennessee,9,4,13,9.4,0.4,19.5,91.1,12,35.7,31,17.8,13,1.6,17,0.844,22
2015,Big 12,Baylor,10,3,13,10.7,0.7,19.5,91.1,13,45.1,3,24.1,44,-1.5,110,0.878,58
2015,SEC,Arkansas,8,5,13,8.7,0.7,19.2,90.7,14,46.6,2,28,67,0.5,42,0.803,5
2015,Big 12,TCU,11,2,13,10.5,-0.5,19,90.4,15,40.8,15,21.7,32,-0.1,71,0.875,56
2015,Pac-12,UCLA,8,5,13,9.3,1.3,18.6,90,16,42.4,9,22.6,37,-1.2,98,0.873,54
2015,Pac-12,USC,8,6,14,7.9,-0.1,16.8,87.3,17,38.6,20,23.3,41,1.5,19,0.812,10
2015,SEC,Georgia,10,3,13,9,-1,16.8,87.2,18,28.6,70,10.7,2,-1.1,97,0.857,37
2015,Pac-12,Oregon,9,4,13,8.8,-0.2,15.9,85.6,19,46.7,1,30.4,83,-0.4,78,0.854,35
2015,Big Ten,Michigan State,12,2,14,9.7,-2.3,15.6,85.1,20,35.7,30,20.6,26,0.4,46,0.832,18
2015,SEC,Mississippi State,9,4,13,8.4,-0.6,15.1,84.2,21,40.2,16,23.8,42,-1.3,104,0.811,9
2015,Big Ten,Wisconsin,10,3,13,9.7,-0.3,15.1,84.2,22,27,76,12.4,4,0.5,44,0.893,64
2015,SEC,Auburn,7,6,13,6.6,-0.4,14.6,83.3,23,36.1,28,23.1,40,1.7,15,0.795,2
2015,SEC,Texas A&M,8,5,13,7.7,-0.3,14.1,82.2,24,31.9,51,18.8,14,1,32,0.809,8
2015,SEC,Florida,10,4,14,8.7,-1.3,13.8,81.6,25,26.7,81,15.8,9,2.8,2,0.799,4
2015,ACC,Louisville,8,5,13,8,0,13.2,80.5,26,33.4,42,20,21,-0.2,73,0.858,42
2015,Big 12,West Virginia,8,5,13,9.5,1.5,12.9,79.8,27,34.4,38,19.9,20,-1.6,112,0.871,52
2015,Pac-12,California,8,5,13,8.6,0.6,12.1,77.9,28,41.3,13,29.5,79,0.3,52,0.85,27
2015,AAC,Navy,11,2,13,10.4,-0.6,12.1,77.9,29,38.9,19,27.8,65,1,31,0.923,82
2015,MWC,Boise State,9,4,13,9.6,0.6,11.8,77.2,30,32.2,49,20.2,22,-0.2,76,0.953,122
2015,ACC,Virginia Tech,7,6,13,7.4,0.4,11.4,76.4,31,30.8,57,19.7,18,0.4,49,0.868,47
2015,Big Ten,Penn State,7,6,13,6.4,-0.6,11.3,76,32,28.4,71,19,15,1.9,11,0.865,46
2015,Big Ten,Nebraska,6,7,13,7.5,1.5,11.1,75.6,33,35.4,33,25,48,0.8,36,0.885,62
2015,ACC,Pittsburgh,8,5,13,7.9,-0.1,11.1,75.5,34,33.9,40,22.4,35,-0.5,81,0.858,40
2015,Pac-12,Utah,10,3,13,7,-3,11,75.3,35,28.8,67,19.8,19,2,8,0.858,41
2015,ACC,Miami-FL,8,5,13,6.7,-1.3,11,75.2,36,34.9,37,25.8,54,1.8,12,0.845,23
2015,C-USA,Western Kentucky,12,2,14,11.3,-0.7,10.8,74.7,37,40.1,17,29.8,80,0.5,43,0.943,107
2015,Pac-12,Arizona State,6,7,13,5.6,-0.4,10.2,73.4,38,34.9,36,27.2,62,2.5,4,0.859,43
2015,Big 12,Oklahoma State,10,3,13,8,-2,9.9,72.5,39,37.7,24,28.8,73,1.1,28,0.851,30
2015,Pac-12,Washington,7,6,13,7.6,0.6,9.7,72,40,30.1,62,20.8,27,0.4,51,0.863,44
2015,ACC,NC State,7,6,13,7.5,0.5,9.6,71.8,41,36.2,27,24.7,47,-1.8,116,0.858,39
2015,Big Ten,Iowa,12,2,14,9.8,-2.2,9.3,71,42,30.1,63,21,28,0.2,60,0.889,63
2015,ACC,Georgia Tech,3,9,12,3.7,0.7,9,70.2,43,33.1,44,25.4,53,1.4,22,0.806,6
2015,Ind,BYU,9,4,13,8.8,-0.2,8.7,69.3,44,31.9,52,24.6,46,1.4,20,0.893,65
2015,C-USA,Louisiana Tech,9,4,13,9.9,0.9,8.3,68.3,45,35.6,32,27.4,64,0.1,63,0.952,120
2015,Big Ten,Minnesota,6,7,13,6.2,0.2,8.1,67.6,46,28.1,72,22.4,36,2.4,5,0.853,34
2015,AAC,Memphis,9,4,13,7.2,-1.8,8,67.5,47,35.1,35,30.4,82,3.3,1,0.896,66
2015,MWC,San Diego State,11,3,14,10.5,-0.5,8,67.4,48,28.6,69,22.6,38,2,10,0.951,115
2015,Sun Belt,Appalachian State,11,2,13,10.7,-0.3,7.9,67.1,49,33.2,43,25.1,49,-0.2,75,0.946,110
2015,MAC,Toledo,10,2,12,8.7,-1.3,7.7,66.5,50,30.4,60,21.8,33,-0.9,95,0.933,93
2015,MAC,Bowling Green,10,4,14,10.4,0.4,7.5,66,51,39.4,18,32.1,93,0.2,57,0.931,89
2015,Sun Belt,Georgia Southern,9,4,13,8.9,-0.1,7.3,65.3,52,32.8,46,26.5,57,1,30,0.935,94
2015,AAC,Houston,13,1,14,9.7,-3.3,6.2,62.2,53,33.6,41,28.4,69,1,29,0.918,78
2015,AAC,Temple,10,4,14,8.6,-1.4,6,61.5,54,26.4,84,20.6,25,0.2,62,0.92,80
