Yr,Conf,Team,W,L,GP,SecO_W,SecO_Diff,SnP_val,SnP_pct,SnP_rnk,SnPO_val,SnPO_rnk,SnPD_val,SnPD_rnk,SnPS_val,SnPS_rnk,SoS,SoS_rnk
2015,AAC,Cincinnati,7,6,13,8.1,1.1,5.3,59.5,55,34.4,39,28.2,68,-0.8,92,0.932,90
2015,MAC,Western Michigan,8,5,13,7.3,-0.7,4.9,58.3,56,36.7,26,32.2,95,0.4,47,0.903,68
2015,ACC,Boston College,3,9,12,6,3,4.7,57.8,57,18,119,12.5,5,-0.8,90,0.849,25
2015,MWC,Air Force,8,6,14,9,1,4.7,57.6,58,32.6,47,29.2,74,1.3,23,0.927,87
2015,Pac-12,Arizona,7,6,13,6.6,-0.4,4.7,57.6,59,38,22,31.6,87,-1.7,114,0.883,60
2015,Big 12,Texas Tech,7,6,13,6.7,-0.3,4.5,57.1,60,44.8,4,40.3,121,0,67,0.838,19
2015,Pac-12,Washington State,9,4,13,7.6,-1.4,4.2,56.1,61,35.8,29,29.4,77,-2.2,122,0.872,53
2015,Big 12,Texas,5,7,12,4.7,-0.3,3.7,54.5,62,30.7,59,27,60,0,68,0.831,15
2015,AAC,South Florida,8,5,13,7.7,-0.3,3.6,54.3,63,30.1,61,26.8,59,0.3,55,0.911,72
2015,C-USA,Marshall,10,3,13,9,-1,3.5,54.1,64,25.4,91,20.3,24,-1.5,111,0.972,128
2015,SEC,Missouri,5,7,12,4.6,-0.4,3.4,53.7,65,16.7,123,12.4,3,-0.9,96,0.864,45
2015,ACC,Duke,8,5,13,6.1,-1.9,3.4,53.6,66,27,77,21.5,31,-2,119,0.907,71
2015,SEC,South Carolina,3,9,12,4.1,1.1,3.4,53.6,67,31.3,54,28.6,72,0.8,37,0.82,12
2015,Big Ten,Illinois,5,7,12,5.2,0.2,2.7,51.5,68,22.7,104,20.2,23,0.2,59,0.854,36
2015,Big 12,Kansas State,6,7,13,4,-2,2.6,51.3,69,32.2,50,30.8,84,1.2,27,0.852,32
2015,C-USA,Southern Miss,9,5,14,9.3,0.3,1.4,47.5,70,31.3,53,31.1,86,1.2,26,0.936,99
2015,ACC,Virginia,4,8,12,4.2,0.2,1.4,47.4,71,33,45,30.8,85,-0.8,89,0.83,14
2015,MWC,Colorado State,7,6,13,7.3,0.3,0.5,44.7,72,29.4,65,30.2,81,1.3,24,0.952,116
2015,Sun Belt,Arkansas State,9,4,13,8.3,-0.7,0.5,44.5,73,30.9,56,28.4,70,-2,120,0.942,106
2015,Big Ten,Indiana,6,7,13,6.7,0.7,0.4,44.3,74,37.5,25,35.9,109,-1.2,99,0.869,49
2015,Big Ten,Northwestern,10,3,13,7,-3,0.2,43.9,75,16.8,122,15,8,-1.5,109,0.851,28
2015,MWC,Utah State,6,7,13,7.3,1.3,-0.1,42.8,76,24.1,100,22.9,39,-1.4,107,0.926,86
2015,Big 12,Iowa State,3,9,12,5.3,2.3,-0.3,42.3,77,31.2,55,33.7,104,2.2,6,0.852,31
2015,SEC,Kentucky,5,7,12,5,0,-0.3,42.2,78,26.8,79,27.2,63,0.1,66,0.868,48
2015,MAC,Ohio,8,5,13,7.2,-0.8,-0.5,41.7,79,24.5,94,26.6,58,1.7,16,0.95,114
2015,AAC,East Carolina,5,7,12,6.2,1.2,-0.5,41.6,80,28.6,68,27.9,66,-1.2,101,0.919,79
2015,MAC,Akron,8,5,13,7.6,-0.4,-0.8,40.7,81,24.8,93,25.9,55,0.3,53,0.936,97
2015,MAC,Northern Illinois,8,6,14,7.7,-0.3,-0.9,40.2,82,26.1,86,25.4,52,-1.7,115,0.914,75
2015,Big Ten,Maryland,3,9,12,3.8,0.8,-1.6,38.3,83,26.1,87,26.5,56,-1.2,102,0.831,16
2015,SEC,Vanderbilt,4,8,12,4.1,0.1,-1.6,38.2,84,17.8,120,19.3,16,-0.1,70,0.842,20
2015,MAC,Central Michigan,7,6,13,7.2,0.2,-3.1,33.9,85,26.4,83,27.2,61,-2.3,124,0.935,95
2015,ACC,Syracuse,4,8,12,3.6,-0.4,-3.9,31.6,86,30,64,33.2,101,-0.7,86,0.846,24
2015,Pac-12,Colorado,4,9,13,4.5,0.5,-4,31.4,87,25.8,89,28.5,71,-1.3,103,0.87,50
2015,ACC,Wake Forest,3,9,12,3.7,0.7,-4.5,30.1,88,19.8,112,25.2,50,0.9,33,0.831,17
2015,MWC,San Jose State,6,7,13,5.9,-0.1,-4.5,30,89,26.8,80,32,91,0.8,38,0.938,101
2015,C-USA,Middle Tennessee,7,6,13,7.3,0.3,-4.6,29.8,90,27.7,74,32.1,94,-0.1,69,0.917,77
2015,AAC,Connecticut,6,7,13,6.4,0.4,-6.3,25.4,91,18.1,118,23.9,43,-0.5,82,0.933,91
2015,Sun Belt,Georgia State,6,7,13,7.9,1.9,-6.7,24.4,92,28,73,31.9,90,-2.7,127,0.953,121
2015,Sun Belt,Troy,4,8,12,5.4,1.4,-7,23.6,93,24.5,95,31.9,89,0.5,45,0.925,85
2015,MWC,Nevada,7,6,13,5.9,-1.1,-7.1,23.4,94,26.9,78,32.6,98,-1.3,106,0.955,123
2015,Sun Belt,UL-Lafayette,4,8,12,4.6,0.6,-7.1,23.4,95,24.2,98,32.1,92,0.8,35,0.962,126
2015,Big Ten,Purdue,2,10,12,2.5,0.5,-7.4,22.7,96,26.6,82,33.5,103,-0.5,83,0.885,61
2015,AAC,Tulsa,6,7,13,4.8,-1.2,-8.5,20.1,97,32.4,48,41.2,124,0.4,50,0.915,76
2015,MWC,New Mexico,7,6,13,4.9,-2.1,-8.7,19.8,98,24.9,92,34.8,106,1.3,25,0.949,112
2015,MAC,Massachusetts,3,9,12,5.1,2.1,-9.5,18,99,22.1,106,29.3,76,-2.3,125,0.933,92
2015,C-USA,Florida Atlantic,3,9,12,4.7,1.7,-9.8,17.4,100,18.8,115,29.3,75,0.7,40,0.945,109
2015,Big Ten,Rutgers,4,8,12,3.8,-0.2,-10.1,16.8,101,29.3,66,37.1,112,-2.3,123,0.852,33
2015,Pac-12,Oregon State,2,10,12,2.6,0.6,-10.1,16.8,102,25.9,88,35.3,108,-0.8,88,0.842,21
2015,MAC,Buffalo,5,7,12,4.9,-0.1,-10.3,16.4,103,24.1,101,32.2,96,-2.2,121,0.958,124
2015,Sun Belt,South Alabama,5,7,12,5.1,0.1,-10.4,16.2,104,24.3,97,33.4,102,-1.3,105,0.936,98
2015,MAC,Kent State,3,9,12,3.6,0.6,-11.9,13.5,105,10.6,128,21.3,30,-1.2,100,0.946,111
2015,Sun Belt,Idaho,4,8,12,3.2,-0.8,-12.2,13,106,30.7,58,44.4,127,1.6,18,0.93,88
2015,MWC,Fresno State,3,9,12,3.9,0.9,-12.6,12.4,107,19.6,113,32.8,99,0.6,41,0.907,70
2015,MAC,Miami-OH,3,9,12,3.2,0.2,-13.5,11,108,16.8,121,29.5,78,-0.8,91,0.94,104
2015,AAC,Tulane,3,9,12,3.9,0.9,-14,10.3,109,20.3,109,32.5,97,-1.8,117,0.938,100
2015,C-USA,Rice,5,7,12,5,0,-14.6,9.4,110,24,102,37.9,116,-0.7,87,0.939,102
2015,Sun Belt,UL-Monroe,2,11,13,2.8,0.8,-14.7,9.3,111,18.4,117,32.9,100,-0.2,74,0.914,74
2015,C-USA,Old Dominion,5,7,12,4.4,-0.6,-14.8,9.2,112,22.5,105,37.5,114,0.2,56,0.952,119
2015,AAC,Central Florida,0,12,12,1,1,-15.5,8.3,113,16.3,125,33.7,105,1.8,13,0.925,84
2015,Sun Belt,Texas State,3,9,12,3.4,0.4,-15.5,8.3,114,26.3,85,40.5,122,-1.4,108,0.935,96
2015,MAC,Ball State,3,9,12,2.4,-0.6,-15.5,8.3,115,21.9,107,37.3,113,-0.1,72,0.939,103
2015,MWC,UNLV,3,9,12,3.3,0.3,-16.2,7.5,116,24.2,99,39.9,120,-0.5,84,0.913,73
2015,MWC,Hawaii,3,10,13,3.5,0.5,-16.3,7.4,117,16.6,124,35.1,107,2.2,7,0.906,69
2015,C-USA,Florida International,5,7,12,4.1,-0.9,-16.6,7.1,118,21.7,108,36.5,110,-1.9,118,0.96,125
2015,MWC,Wyoming,2,10,12,2.1,0.1,-16.7,7,119,22.9,103,39.7,119,0.1,64,0.94,105
2015,AAC,SMU,2,10,12,2.8,0.8,-17.5,6.2,120,27.3,75,42.3,126,-2.6,126,0.896,67
2015,C-USA,UTSA,3,9,12,4.8,1.8,-17.7,6,121,19.3,114,36.6,111,-0.3,77,0.952,118
2015,Sun Belt,New Mexico State,3,9,12,3.7,0.7,-18.6,5.2,122,24.5,96,42.2,125,-0.9,93,0.923,81
2015,C-USA,UTEP,5,7,12,2.7,-2.3,-19.5,4.5,123,18.7,116,37.8,115,-0.4,79,0.95,113
2015,MAC,Eastern Michigan,1,11,12,2.1,1.1,-19.7,4.3,124,25.6,90,45.5,128,0.1,65,0.944,108
2015,Big 12,Kansas,0,12,12,0.2,0.2,-21.3,3.3,125,20.2,111,40.6,123,-0.9,94,0.857,38
2015,C-USA,Charlotte,2,10,12,2.6,0.6,-21.7,3.1,126,11.9,127,31.9,88,-1.7,113,0.97,127
2015,Ind,Army,2,10,12,3.8,1.8,-21.7,3.1,127,20.3,110,39,117,-3,128,0.952,117
2015,C-USA,North Texas,1,11,12,1,0,-25,1.7,128,13.3,126,39.2,118,0.8,34,0.924,83
2014,SEC,Alabama,12,2,14,11.7,-0.3,34.3,99.2,1,44.5,5,10.7,1,0.5,45,0.793,6
2014,ACC,Florida State,13,1,14,10.3,-2.7,28.5,97.6,2,45,4,18.9,17,2.3,5,0.863,33
2014,SEC,Georgia,10,3,13,10.5,0.5,27.6,97.2,3,44.2,6,16.8,10,0.1,58,0.836,15
2014,Big Ten,Ohio State,14,1,15,12.8,-1.2,25.8,96.3,4,45.6,2,20.1,24,0.3,50,0.84,18
2014,Pac-12,Oregon,13,2,15,12.4,-0.6,24.7,95.5,5,48.1,1,23.2,41,-0.2,71,0.844,21
2014,SEC,Auburn,8,5,13,8.6,0.6,24.2,95.2,6,45.2,3,22.1,34,1.1,30,0.755,1
2014,Big Ten,Michigan State,11,2,13,10.4,-0.6,24.1,95.1,7,42.5,12,17.9,14,-0.4,80,0.868,40
2014,Big 12,Baylor,11,2,13,10.4,-0.6,23.9,94.9,8,43,11,19.5,21,0.4,49,0.874,45
2014,Big 12,TCU,12,1,13,11.2,-0.8,23.3,94.4,9,39.3,17,17.5,13,1.5,16,0.873,43
2014,SEC,Mississippi State,10,3,13,9.6,-0.4,22.2,93.4,10,43.2,10,20.7,26,-0.3,72,0.823,13
2014,SEC,LSU,8,5,13,8,0,21.5,92.7,11,34.2,34,13.3,5,0.6,41,0.786,5
2014,Pac-12,Stanford,8,5,13,9.8,1.8,21.4,92.6,12,33.5,38,12,4,-0.1,68,0.88,49
2014,Big Ten,Wisconsin,11,3,14,11,0,20.8,92,13,38.7,19,18.1,15,0.2,56,0.88,48
2014,SEC,Ole Miss,9,4,13,9,0,20.7,91.8,14,35.4,31,14.4,7,-0.3,75,0.782,4
2014,SEC,Texas A&M,8,5,13,6.9,-1.1,20.2,91.2,15,43.6,8,26.3,61,2.8,1,0.794,7
2014,SEC,Missouri,11,3,14,9.8,-1.2,19.3,90.2,16,33,43,15.2,8,1.5,19,0.823,12
2014,Big 12,Oklahoma,8,5,13,8,0,19.2,90.1,17,39.9,16,22.2,35,1.6,14,0.864,34
2014,ACC,Clemson,10,3,13,8.8,-1.2,18.1,88.6,18,29,67,11.6,3,0.8,37,0.844,20
2014,Pac-12,UCLA,10,3,13,9.3,-0.7,17.7,87.9,19,39.9,14,23,39,0.8,33,0.853,27
2014,SEC,South Carolina,7,6,13,6.8,-0.2,17.4,87.4,20,43.6,9,26.5,62,0.3,54,0.816,11
2014,SEC,Florida,7,5,12,7.4,0.4,17.3,87.2,21,29.8,62,14.1,6,1.6,13,0.777,3
2014,Pac-12,USC,9,4,13,8.1,-0.9,17.1,87,22,38.8,18,22.5,36,0.8,34,0.888,54
2014,ACC,Louisville,9,4,13,9.8,0.8,17,86.8,23,34,36,16.7,9,-0.3,76,0.859,30
2014,C-USA,Marshall,13,1,14,13.1,0.1,16.8,86.5,24,38.4,20,23.1,40,1.5,18,0.985,128
2014,Big 12,Kansas State,9,4,13,8.7,-0.3,16.3,85.6,25,37.7,22,23.2,42,1.8,9,0.846,23
2014,ACC,Pittsburgh,6,7,13,9.3,3.3,14.1,81.6,26,37.4,24,25.3,56,2,7,0.931,73
2014,ACC,Miami-FL,6,7,13,8.1,2.1,13.9,81.2,27,35,32,21.3,29,0.2,57,0.86,31
2014,Pac-12,Arizona State,10,3,13,8.3,-1.7,13.5,80.3,28,36.1,29,23.3,43,0.7,38,0.891,56
2014,Big Ten,Nebraska,9,4,13,8.9,-0.1,13.1,79.4,29,33.8,37,21,28,0.3,51,0.891,57
2014,SEC,Tennessee,7,6,13,6.6,-0.4,12.2,77.6,30,31,53,19.9,23,1.1,28,0.796,8
2014,SEC,Arkansas,7,6,13,7.5,0.5,12.2,77.6,31,32.4,47,19.4,20,-0.8,94,0.76,2
2014,MWC,Boise State,12,2,14,11.3,-0.7,11.6,76.2,32,36.6,25,24.7,53,-0.3,73,0.938,82
2014,ACC,Georgia Tech,11,3,14,10,-1,11.2,75.1,33,44.1,7,32,92,-0.9,101,0.839,17
2014,Ind,Notre Dame,8,5,13,8.3,0.3,10.8,74.2,34,37.5,23,26,59,-0.6,89,0.844,19
2014,Ind,BYU,8,5,13,9.2,1.2,10.2,72.7,35,33.1,41,24.1,47,1.2,27,0.945,91
2014,Big Ten,Penn State,7,6,13,7.2,0.2,9.2,70.2,36,20.6,110,11,2,-0.4,81,0.899,63
2014,Big 12,Texas,6,7,13,6.5,0.5,9,69.7,37,26,84,17.2,12,0.3,53,0.845,22
2014,Pac-12,Utah,9,4,13,6.3,-2.7,8.8,69,38,29.1,66,23,38,2.7,2,0.867,39
2014,Big 12,Oklahoma State,7,6,13,6.3,-0.7,8.6,68.7,39,32,50,24,46,0.6,39,0.838,16
2014,AAC,East Carolina,8,5,13,10.7,2.7,8.5,68.3,40,34.7,33,24.6,52,-1.5,115,0.937,80
2014,Big 12,West Virginia,7,6,13,7,0,8.4,68.1,41,31.3,52,24.3,49,1.5,22,0.811,9
2014,Big Ten,Michigan,5,7,12,5.5,0.5,8.2,67.4,42,27,76,19,19,0.1,59,0.88,50
2014,ACC,NC State,8,5,13,7.7,-0.3,8.1,67.1,43,34.1,35,27.1,63,1,31,0.896,62
2014,Pac-12,Washington,8,6,14,7.6,-0.4,7.8,66.5,44,28.5,69,21.8,31,1.2,26,0.892,61
2014,ACC,Virginia Tech,7,6,13,6.5,-0.5,7.8,66.5,45,25.7,86,17.2,11,-0.7,92,0.891,58
2014,Pac-12,Arizona,10,4,14,7.6,-2.4,7.6,65.9,46,33.4,39,25.7,58,-0.1,67,0.866,38
2014,ACC,Duke,9,4,13,7.4,-1.6,7,64.1,47,29.6,64,25.1,55,2.5,4,0.929,71
2014,AAC,Cincinnati,9,4,13,8.9,-0.1,6.9,64,48,36.3,28,29.8,81,0.4,48,0.92,68
2014,Big Ten,Iowa,7,6,13,6.6,-0.4,6.8,63.6,49,32.5,45,24.2,48,-1.5,114,0.907,66
2014,Big Ten,Minnesota,8,5,13,7.6,-0.4,6.8,63.6,50,29.7,63,24.3,50,1.4,24,0.861,32
2014,SEC,Kentucky,5,7,12,5.3,0.3,6.6,63.1,51,29.8,60,24.8,54,1.6,15,0.815,10
2014,MWC,Utah State,10,4,14,10.6,0.6,6,61.3,52,25.2,90,18.6,16,-0.5,85,0.955,103
2014,Big Ten,Maryland,7,6,13,6.8,-0.2,5.7,60.4,53,30.4,55,26.1,60,1.4,25,0.852,26
2014,AAC,Central Florida,9,4,13,7.3,-1.7,5.7,60.4,54,25.8,85,19.7,22,-0.4,79,0.936,77
2014,AAC,Memphis,10,3,13,9.5,-0.5,5.6,60.3,55,26.5,79,22,32,1.1,29,0.932,74
2014,AAC,Houston,8,5,13,8.5,0.5,5.4,59.8,56,30.4,54,23.6,44,-1.4,113,0.952,97
2014,Big 12,Texas Tech,4,8,12,5.7,1.7,4.9,58.1,57,39.9,15,35.3,110,0.2,55,0.858,29
2014,ACC,Boston College,7,6,13,7.6,0.6,4.9,58,58,28.7,68,23.7,45,-0.2,69,0.864,37
2014,MWC,Colorado State,10,3,13,9.5,-0.5,4.5,57,59,33.2,40,29.2,75,0.6,42,0.961,114
2014,ACC,Virginia,5,7,12,5.6,0.6,4,55.4,60,23.5,96,20.4,25,0.8,35,0.851,25
2014,Ind,Navy,8,5,13,8.3,0.3,3.4,53.7,61,36.5,27,32.5,95,-0.6,87,0.94,86
2014,Pac-12,Oregon State,5,7,12,6,1,3.2,53.2,62,30.3,56,27.9,68,0.9,32,0.881,51
2014,MAC,Toledo,9,4,13,8.3,-0.7,2.3,50.4,63,38,21,35.2,109,-0.5,86,0.957,104
2014,Sun Belt,UL-Lafayette,9,4,13,8.6,-0.4,2.2,50,64,30,59,29.3,76,1.5,20,0.954,100
2014,Big Ten,Indiana,4,8,12,4.6,0.6,1.8,49,65,30.1,58,27.8,66,-0.5,84,0.874,44
2014,Big Ten,Northwestern,5,7,12,4.7,-0.3,1.5,47.9,66,23.7,94,21.6,30,-0.7,90,0.905,64
2014,MWC,San Diego State,7,6,13,9.1,2.1,1,46.6,67,25.1,91,24.6,51,0.5,43,0.97,119
2014,Big Ten,Illinois,6,7,13,5.7,-0.3,0.4,44.7,68,28.3,71,27.9,67,-0.1,64,0.892,59
2014,ACC,North Carolina,6,7,13,4.1,-1.9,0,43.6,69,35.8,30,35.1,108,-0.7,91,0.89,55
2014,Sun Belt,Arkansas State,7,6,13,7,0,-0.3,42.5,70,31.5,51,31.6,90,-0.2,70,0.955,101
2014,Pac-12,California,5,7,12,4.9,-0.1,-0.6,41.8,71,36.6,26,36.3,113,-0.8,97,0.864,36
2014,MAC,Northern Illinois,11,3,14,8.7,-2.3,-0.6,41.8,72,29.8,61,29.6,79,-0.8,96,0.958,105
2014,MAC,Western Michigan,8,5,13,9.1,1.1,-0.8,41.2,73,30.2,57,31.8,91,0.8,36,0.976,123
2014,MWC,Air Force,10,3,13,8.8,-1.2,-1.4,39.4,74,26.2,81,29.5,78,1.9,8,0.964,116
2014,Big Ten,Rutgers,8,5,13,6.3,-1.7,-1.5,39.2,75,32,48,33.1,98,-0.4,78,0.868,41
2014,C-USA,Louisiana Tech,9,5,14,9,0,-1.7,38.6,76,27,77,27.5,64,-1.1,107,0.921,69
2014,Pac-12,Washington State,3,9,12,4.6,1.6,-1.7,38.6,77,33,42,32.8,97,-1.9,120,0.872,42
2014,ACC,Syracuse,3,9,12,4.1,1.1,-2.1,37.4,78,18.8,116,20.9,27,0,61,0.864,35
2014,Sun Belt,Georgia Southern,9,3,12,8.8,-0.2,-2.4,36.5,79,32,49,33.4,99,-1,104,0.969,118
2014,C-USA,Western Kentucky,8,5,13,6.9,-1.1,-2.6,35.9,80,40.1,13,41.6,123,-1.1,108,0.962,115
2014,C-USA,Rice,8,5,13,7.7,-0.3,-3.1,34.5,81,27.9,73,29.8,80,-1.2,111,0.942,88
2014,C-USA,UTSA,4,8,12,5.1,1.1,-3.4,33.9,82,16.6,122,22.1,33,2.2,6,0.966,117
2014,C-USA,UAB,6,6,12,5.6,-0.4,-4.2,31.5,83,26,83,32.8,96,2.5,3,0.933,75
2014,SEC,Vanderbilt,3,9,12,2.7,-0.3,-4.3,31.4,84,22,106,25.3,57,-0.9,103,0.828,14
2014,Sun Belt,South Alabama,6,7,13,6.2,0.2,-4.3,31.3,85,23.4,98,28.3,72,0.6,40,0.938,84
2014,AAC,Temple,6,6,12,6.2,0.2,-4.7,30.3,86,15.8,124,18.9,18,-1.6,116,0.946,92
2014,Pac-12,Colorado,2,10,12,3.9,1.9,-5,29.6,87,32.5,46,38.9,118,1.5,21,0.876,46
2014,MAC,Central Michigan,7,6,13,8.2,1.2,-5.2,29,88,26.1,82,30.2,83,-1.1,106,0.979,126
2014,MAC,Bowling Green,8,6,14,5.2,-2.8,-5.4,28.5,89,27.7,74,33.5,100,0.4,47,0.958,107
2014,Big Ten,Purdue,3,9,12,2.9,-0.1,-6.2,26.5,90,22.7,101,30.2,84,1.4,23,0.888,53
2014,MAC,Ball State,5,7,12,4.7,-0.3,-6.6,25.4,91,25.6,87,33.9,103,1.7,10,0.976,122
2014,MWC,Fresno State,6,8,14,5.7,-0.3,-6.9,24.7,92,24.5,93,31,88,-0.4,82,0.936,78
2014,MWC,Nevada,7,6,13,4.3,-2.7,-7.3,23.7,93,26.7,78,33.7,102,-0.3,77,0.951,95
2014,Sun Belt,Texas State,7,5,12,6.2,-0.8,-7.4,23.5,94,27.9,72,35.3,111,-0.1,66,0.978,125
2014,MAC,Buffalo,5,6,11,5.8,0.8,-7.7,22.9,95,27.1,75,33.5,101,-1.2,112,0.961,113
2014,ACC,Wake Forest,3,9,12,2.4,-0.6,-7.8,22.5,96,13.1,128,22.6,37,1.6,12,0.882,52
2014,Big 12,Iowa State,2,10,12,1.9,-0.1,-7.9,22.3,97,21.7,107,30.2,82,0.5,44,0.85,24
2014,Sun Belt,Appalachian State,7,5,12,8,1,-8.3,21.6,98,26.2,80,32,93,-2.5,123,0.976,124
2014,C-USA,Middle Tennessee,6,6,12,5.2,-0.8,-8.7,20.7,99,29.6,65,36.5,114,-1.7,117,0.95,94
2014,C-USA,North Texas,4,8,12,4.2,0.2,-9.4,19.2,100,20.2,111,31.2,89,1.7,11,0.975,121
2014,MAC,Akron,5,7,12,5.3,0.3,-9.4,19.1,101,18.9,115,28.1,70,-0.3,74,0.951,96
2014,Big 12,Kansas,3,9,12,3.9,0.9,-9.8,18.4,102,21.1,109,29.1,74,-1.8,119,0.858,28
2014,Sun Belt,UL-Monroe,4,8,12,4.4,0.4,-10,18,103,18.4,117,28.8,73,0.4,46,0.929,72
2014,C-USA,Florida Atlantic,3,9,12,4.3,1.3,-10.4,17.2,104,25.2,88,34.9,107,-0.8,95,0.908,67
2014,MWC,San Jose State,3,9,12,5.1,2.1,-11.5,15.2,105,22.1,104,30.5,86,-3.1,127,0.937,79
2014,MAC,Ohio,6,6,12,5,-1,-11.7,14.9,106,17.8,119,28.2,71,-1.2,110,0.96,111
2014,AAC,South Florida,4,8,12,3.2,-0.8,-11.8,14.6,107,19,113,32.3,94,1.5,17,0.923,70
2014,C-USA,UTEP,7,6,13,5.3,-1.7,-12,14.3,108,23.5,97,35.4,112,0,62,0.96,108
2014,C-USA,Old Dominion,6,6,12,6.3,0.3,-12.7,13.1,109,32.8,44,43.3,127,-2.2,121,0.961,112
2014,MAC,Kent State,2,9,11,3.8,1.8,-13.7,11.6,110,16.7,120,29.5,77,-0.9,99,0.943,89
2014,MWC,Wyoming,4,8,12,3.4,-0.6,-14,11.1,111,20,112,34.1,104,0.1,60,0.906,65
2014,AAC,Connecticut,2,10,12,2.7,0.7,-14.1,11.1,112,14.6,127,27.7,65,-0.9,100,0.945,90
2014,MWC,New Mexico,4,8,12,3.5,-0.5,-15,9.8,113,28.4,70,42.4,124,-1,105,0.95,93
2014,MWC,Hawaii,4,9,13,3.3,-0.7,-15,9.8,114,15.7,125,30.6,87,0,63,0.96,110
2014,AAC,Tulane,3,9,12,3,0,-15,9.7,115,16.2,123,28,69,-3.3,128,0.938,83
2014,AAC,Tulsa,2,10,12,2,0,-15.8,8.8,116,23.6,95,37.7,116,-1.7,118,0.939,85
2014,Sun Belt,Troy,3,9,12,3.6,0.6,-15.9,8.7,117,22.4,103,37.5,115,-0.7,93,0.942,87
2014,C-USA,Southern Miss,3,9,12,3.2,0.2,-15.9,8.6,118,19,114,34.8,105,-0.1,65,0.892,60
2014,C-USA,Florida International,4,8,12,3.5,-0.5,-16.2,8.3,119,15,126,30.3,85,-0.9,98,0.938,81
2014,Ind,Army,4,8,12,4,0,-16.9,7.6,120,25.2,89,40.9,121,-1.2,109,0.955,102
2014,Sun Belt,Idaho,1,10,11,2.4,1.4,-17.4,7,121,24.6,92,41.4,122,-0.6,88,0.979,127
2014,MWC,UNLV,2,11,13,2.6,0.6,-17.6,6.8,122,22,105,39.1,119,-0.4,83,0.958,106
2014,MAC,Miami-OH,2,10,12,3.8,1.8,-18.7,5.8,123,21.5,108,37.9,117,-2.4,122,0.954,99
2014,MAC,Massachusetts,3,9,12,4.4,1.4,-20.2,4.6,124,22.6,102,39.9,120,-2.9,124,0.97,120
2014,AAC,SMU,1,11,12,1.5,0.5,-21.2,3.9,125,16.6,121,34.9,106,-2.9,125,0.879,47
2014,Sun Belt,Georgia State,1,11,12,2,1,-22.8,3,126,22.8,100,45.9,128,0.3,52,0.953,98
2014,Sun Belt,New Mexico State,2,10,12,2.7,0.7,-23.3,2.8,127,23,99,43.3,126,-2.9,126,0.96,109
2014,MAC,Eastern Michigan,2,10,12,1.4,-0.6,-25.9,1.7,128,17.8,118,42.7,125,-0.9,102,0.934,76
2013,ACC,Florida State,14,0,14,13.5,-0.5,38.5,98.7,1,47.7,3,11.5,2,2.2,5,0.898,62
2013,SEC,Alabama,11,2,13,12,1,34.1,97.5,2,45.6,6,12.3,4,0.8,37,0.856,26
2013,Pac-12,Oregon,11,2,13,10.9,-0.1,28.7,95,3,46.8,4,18.1,13,0,72,0.883,51
2013,SEC,LSU,10,3,13,10.2,0.2,28.7,95,4,45.2,7,18.7,16,2.2,7,0.828,11
2013,Big Ten,Ohio State,12,2,14,11.2,-0.8,28.4,94.7,5,48.8,2,23.4,44,3,2,0.897,60
2013,SEC,Auburn,12,2,14,9.1,-2.9,25.2,92.4,6,46.8,5,23.4,45,1.9,15,0.79,1
2013,SEC,Georgia,8,5,13,9.2,1.2,25.1,92.3,7,44.9,8,21.8,33,1.9,13,0.835,14
2013,ACC,Clemson,11,2,13,10.3,-0.7,24.5,91.8,8,42.4,10,19.6,19,1.6,17,0.839,16
2013,AAC,Louisville,12,1,13,11.9,-0.1,24.2,91.5,9,39.1,17,15.2,9,0.3,55,0.958,101
2013,Pac-12,USC,10,4,14,9.5,-0.5,22.5,89.9,10,36.6,27,12.5,6,-1.6,114,0.882,50
2013,Big Ten,Wisconsin,9,4,13,10.3,1.3,22.4,89.7,11,39.5,16,15.6,11,-1.5,110,0.889,54
2013,Big 12,Oklahoma State,10,3,13,11.6,1.6,21.8,89.1,12,36.8,26,14,7,-1.1,104,0.877,48
2013,Pac-12,Stanford,11,3,14,10.6,-0.4,21.7,89,13,35.8,32,15.5,10,1.3,24,0.828,12
2013,Big 12,Kansas State,8,5,13,9.1,1.1,21.7,88.9,14,40.4,13,20,22,1.3,23,0.895,58
2013,Pac-12,Washington,9,4,13,9.5,0.5,20.5,87.6,15,37.6,23,18.3,14,1.1,28,0.859,31
2013,SEC,Texas A&M,9,4,13,9.1,0.1,20.4,87.5,16,50.5,1,31.3,83,1.2,27,0.843,19
2013,Big 12,Baylor,10,2,12,10,0,20.4,87.4,17,41,11,21,27,0.3,53,0.892,56
2013,Pac-12,UCLA,10,3,13,9,-1,20,87,18,39,18,20.4,25,1.4,21,0.839,15
2013,SEC,South Carolina,11,2,13,9.4,-1.6,19.8,86.8,19,40.7,12,20.6,26,-0.3,79,0.852,24
2013,Big Ten,Michigan State,13,1,14,11,-2,19.7,86.6,20,28.9,66,11.6,3,2.4,4,0.896,59
2013,Big 12,Oklahoma,11,2,13,8,-3,19.6,86.4,21,36.2,30,18.3,15,1.6,16,0.848,21
2013,SEC,Missouri,12,2,14,10,-2,19.3,86.1,22,42.6,9,23.1,40,-0.2,78,0.858,28
2013,Pac-12,Arizona State,10,4,14,8.8,-1.2,17.5,83.6,23,40,14,22,35,-0.4,83,0.822,7
